date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:26	19334/19334	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:08%20GMT	https://themewar.com/html/makeover/shop.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/shop.html	(from https://themewar.com/html/makeover/index.html)
12:02:26	17877/17877	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:14%20GMT	https://themewar.com/html/makeover/shop2.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/shop2.html	(from https://themewar.com/html/makeover/index.html)
12:02:26	23904/23904	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:30%20GMT	https://themewar.com/html/makeover/single-product.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/single-product.html	(from https://themewar.com/html/makeover/index.html)
12:02:27	15800/15800	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:22:30%20GMT	https://themewar.com/html/makeover/cart.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/cart.html	(from https://themewar.com/html/makeover/index.html)
12:02:27	26878/26878	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:22:28%20GMT	https://themewar.com/html/makeover/checkout.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/checkout.html	(from https://themewar.com/html/makeover/index.html)
12:02:27	12679/12679	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:20:50%20GMT	https://themewar.com/html/makeover/my-account.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/my-account.html	(from https://themewar.com/html/makeover/index.html)
12:02:28	14883/14883	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:23:16%20GMT	https://themewar.com/html/makeover/blog1.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/blog1.html	(from https://themewar.com/html/makeover/index.html)
12:02:28	14883/14883	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:23:02%20GMT	https://themewar.com/html/makeover/blog4.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/blog4.html	(from https://themewar.com/html/makeover/index.html)
12:02:28	14883/14883	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:22:58%20GMT	https://themewar.com/html/makeover/blog5.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/blog5.html	(from https://themewar.com/html/makeover/index.html)
12:02:29	18290/18290	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:23:10%20GMT	https://themewar.com/html/makeover/blog2.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/blog2.html	(from https://themewar.com/html/makeover/index.html)
12:02:29	18287/18287	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:23:06%20GMT	https://themewar.com/html/makeover/blog3.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/blog3.html	(from https://themewar.com/html/makeover/index.html)
12:02:30	21018/21018	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:20%20GMT	https://themewar.com/html/makeover/single-blog.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/single-blog.html	(from https://themewar.com/html/makeover/index.html)
12:02:30	18916/18916	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:22:54%20GMT	https://themewar.com/html/makeover/booking.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/booking.html	(from https://themewar.com/html/makeover/index.html)
12:02:30	48647/48647	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:20:54%20GMT	https://themewar.com/html/makeover/package.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/package.html	(from https://themewar.com/html/makeover/index.html)
12:02:31	14109/14109	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:48%20GMT	https://themewar.com/html/makeover/testimonial.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/testimonial.html	(from https://themewar.com/html/makeover/index.html)
12:02:31	22252/22252	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:22:20%20GMT	https://themewar.com/html/makeover/faq.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/faq.html	(from https://themewar.com/html/makeover/index.html)
12:02:31	14569/14569	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:22:16%20GMT	https://themewar.com/html/makeover/gallery.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/gallery.html	(from https://themewar.com/html/makeover/index.html)
12:02:32	16061/16061	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:24%20GMT	https://themewar.com/html/makeover/single-gallery.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/single-gallery.html	(from https://themewar.com/html/makeover/index.html)
12:02:32	14957/14957	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:44%20GMT	https://themewar.com/html/makeover/team.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/team.html	(from https://themewar.com/html/makeover/index.html)
12:02:32	18222/18222	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Aug%202021%2000:21:40%20GMT	https://themewar.com/html/makeover/single-team.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/single-team.html	(from https://themewar.com/html/makeover/index.html)
12:02:33	14013/14013	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2009:52:58%20GMT	https://themewar.com/html/makeover/contact.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/contact.html	(from https://themewar.com/html/makeover/index.html)
12:02:33	2779/2779	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2001:19:16%20GMT	https://themewar.com/html/makeover/images/bg/layer.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/layer.png	(from https://themewar.com/html/makeover/index.html)
12:02:33	762207/762207	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Jun%202021%2001:44:52%20GMT	https://themewar.com/html/makeover/images/home_01/layer.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/layer.png	(from https://themewar.com/html/makeover/index.html)
12:02:33	122550/122550	---M--	200	added ('OK')	image/png	date:Mon,%2031%20May%202021%2017:26:50%20GMT	https://themewar.com/html/makeover/images/bg/page_layer.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/page_layer.png	(from https://themewar.com/html/makeover/index.html)
12:02:33	15265/15265	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2003:32:06%20GMT	https://themewar.com/html/makeover/images/icons/1.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/icons/1.png	(from https://themewar.com/html/makeover/index.html)
12:02:34	27515/27515	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2021:59:06%20GMT	https://themewar.com/html/makeover/images/bg/7.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/7.png	(from https://themewar.com/html/makeover/index.html)
12:02:34	3690/3690	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2021:03:56%20GMT	https://themewar.com/html/makeover/images/bg/4.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/4.png	(from https://themewar.com/html/makeover/index.html)
12:02:34	6250/6250	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2021:04:36%20GMT	https://themewar.com/html/makeover/images/bg/5.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/5.png	(from https://themewar.com/html/makeover/index.html)
12:02:34	115119/115119	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2021:07:34%20GMT	https://themewar.com/html/makeover/images/bg/6.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/6.png	(from https://themewar.com/html/makeover/index.html)
12:02:34	239743/239743	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20May%202021%2021:01:02%20GMT	https://themewar.com/html/makeover/images/home_01/1.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/1.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:35	50326/50326	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2022:54:14%20GMT	https://themewar.com/html/makeover/images/bg/12.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/12.png	(from https://themewar.com/html/makeover/index.html)
12:02:35	11799/11799	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2003:28:56%20GMT	https://themewar.com/html/makeover/images/icons/2.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/icons/2.png	(from https://themewar.com/html/makeover/index.html)
12:02:35	274675/274675	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2022:53:42%20GMT	https://themewar.com/html/makeover/images/bg/11.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/11.png	(from https://themewar.com/html/makeover/index.html)
12:02:35	89682/89682	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2002:36:00%20GMT	https://themewar.com/html/makeover/images/bg/14.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/14.png	(from https://themewar.com/html/makeover/index.html)
12:02:36	3766/3766	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:25:24%20GMT	https://themewar.com/html/makeover/images/home_01/p1.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p1.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:36	4604/4604	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:25:42%20GMT	https://themewar.com/html/makeover/images/home_01/p2.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p2.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:36	3776/3776	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:26:04%20GMT	https://themewar.com/html/makeover/images/home_01/p3.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p3.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:36	3784/3784	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:26:26%20GMT	https://themewar.com/html/makeover/images/home_01/p4.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p4.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:37	2953/2953	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:26:54%20GMT	https://themewar.com/html/makeover/images/home_01/p5.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p5.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:37	3853/3853	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:27:18%20GMT	https://themewar.com/html/makeover/images/home_01/p6.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p6.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:37	3474/3474	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:27:36%20GMT	https://themewar.com/html/makeover/images/home_01/p7.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p7.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:37	2479/2479	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2003:27:56%20GMT	https://themewar.com/html/makeover/images/home_01/p8.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/p8.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:37	32499/32499	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2016:36:16%20GMT	https://themewar.com/html/makeover/images/client_logo/1.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/client_logo/1.png	(from https://themewar.com/html/makeover/index.html)
12:02:38	14837/14837	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2016:55:10%20GMT	https://themewar.com/html/makeover/images/client_logo/2.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/client_logo/2.png	(from https://themewar.com/html/makeover/index.html)
12:02:38	25435/25435	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2016:55:38%20GMT	https://themewar.com/html/makeover/images/client_logo/3.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/client_logo/3.png	(from https://themewar.com/html/makeover/index.html)
12:02:38	33555/33555	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2016:56:04%20GMT	https://themewar.com/html/makeover/images/client_logo/4.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/client_logo/4.png	(from https://themewar.com/html/makeover/index.html)
12:02:38	23497/23497	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2016:56:26%20GMT	https://themewar.com/html/makeover/images/client_logo/5.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/client_logo/5.png	(from https://themewar.com/html/makeover/index.html)
12:02:39	1810/1810	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2018:09:20%20GMT	https://themewar.com/html/makeover/images/home_01/quote.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/quote.png	(from https://themewar.com/html/makeover/index.html)
12:02:39	16632/16632	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2017:51:22%20GMT	https://themewar.com/html/makeover/images/home_01/t1.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/t1.png	(from https://themewar.com/html/makeover/index.html)
12:02:39	13500/13500	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2017:52:06%20GMT	https://themewar.com/html/makeover/images/home_01/t2.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/t2.png	(from https://themewar.com/html/makeover/index.html)
12:02:39	16149/16149	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2017:52:30%20GMT	https://themewar.com/html/makeover/images/home_01/t3.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/home_01/t3.png	(from https://themewar.com/html/makeover/index.html)
12:02:39	117197/117197	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2019:56:30%20GMT	https://themewar.com/html/makeover/images/bg/16.png	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/bg/16.png	(from https://themewar.com/html/makeover/index.html)
12:02:40	37590/37590	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2020:05:20%20GMT	https://themewar.com/html/makeover/images/blog/1.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/blog/1.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:40	37429/37429	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2020:05:46%20GMT	https://themewar.com/html/makeover/images/blog/2.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/blog/2.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:40	37004/37004	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2020:06:10%20GMT	https://themewar.com/html/makeover/images/blog/3.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/blog/3.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:40	20088/20088	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2021:03:16%20GMT	https://themewar.com/html/makeover/images/instagram/1.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/instagram/1.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:41	25531/25531	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2021:03:36%20GMT	https://themewar.com/html/makeover/images/instagram/2.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/instagram/2.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:41	29609/29609	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2021:03:54%20GMT	https://themewar.com/html/makeover/images/instagram/3.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/instagram/3.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:41	26775/26775	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2021:04:12%20GMT	https://themewar.com/html/makeover/images/instagram/4.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/instagram/4.jpg	(from https://themewar.com/html/makeover/index.html)
12:02:41	20061/20061	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20May%202021%2021:04:42%20GMT	https://themewar.com/html/makeover/images/instagram/5.jpg	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit3/themewar.com/html/makeover/images/instagram/5.jpg	(from https://themewar.com/html/makeover/index.html)
